source,conversation_id,author_id,reply_settings,id,text,created_at,public_metrics,lang,geo,search_query,in_reply_to_user_id,referenced_tweets,withheld
Twitter for iPhone,813889576494215168,100265153,everyone,813889576494215168,If anyone has heard from @someuser please message me she was suppose to be off at 3:30 and I have not yet bread from her. #worried 😂😂🙏🏻,2016-12-27T23:29:31.000Z,"{'retweet_count': 1, 'reply_count': 1, 'like_count': 2, 'quote_count': 0}",en,,#worried,,,
Twitter for iPhone,813887863100153857,89222458,everyone,813887863100153857,Are form is suddenly picking up and Arsenal and Liverpool fans getting all their jokes in while they can. Surprise surprise🤔 #Worried,2016-12-27T23:22:42.000Z,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 0, 'quote_count': 0}",en,,#worried,,,
Twitter for iPhone,813733378939879424,44874675,everyone,813872056651673600,"@someuser Bruno, will you tell @someuser ? Im really worried about their ROI #marketing #roi #worried",2016-12-27T22:19:53.000Z,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 0, 'quote_count': 0}",en,,#worried,38676903,"[{'type': 'replied_to', 'id': '813870323682738176'}]",
Twitter for Android,813855089777668098,956418618,everyone,813855089777668098,With the news I just got I just hope everything turns out right #worried,2016-12-27T21:12:28.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",en,{'place_id': 'fd3092e4af0e7a1c'},#worried,,,
Instagram,813829545468035072,26680961,everyone,813829545468035072,Gray #goinghome #sad #worried #prayer #daddy #getwellsoon @ Check In - Dubai International... http://someurl,2016-12-27T19:30:58.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 1}",en,"{'coordinates': {'type': 'Point', 'coordinates': [55.35368, 25.2486]}, 'place_id': '001907e868d06e24'}",#worried,,,
Twitter for iPhone,813829161211011073,46256654,everyone,813829161211011073,How do you get a squirrel out of a chimney? 🤔 #worried,2016-12-27T19:29:26.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",en,,#worried,,,
Twitter for Android,813814290461368320,2369821093,everyone,813816773610901505,"@someuser its so scary Chris,the potential in the coming years.So many of our lifelong icons aging... #reminiscing #nostalgia #worried",2016-12-27T18:40:13.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",en,,#worried,15666380,"[{'type': 'replied_to', 'id': '813814290461368320'}]",
Twitter for Android,813815810137407489,1063457052,everyone,813815810137407489,Glad am nae a celebrity #worried,2016-12-27T18:36:23.000Z,"{'retweet_count': 0, 'reply_count': 2, 'like_count': 0, 'quote_count': 0}",en,,#worried,,,
Twitter for iPhone,813794826231521284,1365729062,everyone,813794826231521284,"#nucleararmsrace - a competition for supremacy in nuclear warfare between US & Soviet Union, & their allies during the Cold War. #worried? http://someurl",2016-12-27T17:13:00.000Z,"{'retweet_count': 1, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",en,,#worried,,"[{'type': 'quoted', 'id': '809951483688947712'}]",
Twitter for iPhone,813793887991005184,103650507,everyone,813793887991005184,My brother is 6 hrs and 420 miles away and hes sick and in icu. Please pray for him! #Worried 😓,2016-12-27T17:09:17.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",en,,#worried,,,
FunnyAndcom,813793278420283393,1962236916,everyone,813793278420283393,So #Worried - http://someurl| | #Best-Memes #Best-Memes-Of-All-Time #Cool-Memes http://someurl,2016-12-27T17:06:51.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",en,,#worried,,,
CiteBright,813778797526974464,122170454,everyone,813778797526974464,Today is the tomorrow we #worried about yesterday.-Unknown http://someurl,2016-12-27T16:09:19.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",en,,#worried,,,
Facebook,813756401071820800,622986500,everyone,813756401071820800,My mind is full of thoughts and my heart with hatred.| | #worried,2016-12-27T14:40:19.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",en,,#worried,,,
Twitter for Android,813755438751592448,483645953,everyone,813755438751592448,Is something not happening rite?| Had bad feeling| #feeling #worried,2016-12-27T14:36:30.000Z,"{'retweet_count': 11, 'reply_count': 0, 'like_count': 4, 'quote_count': 0}",en,,#worried,,,
Facebook,813747523894419456,1159365541,everyone,813747523894419456,Is thr anything i can do?..| #worried http://someurl,2016-12-27T14:05:03.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",en,,#worried,,,
Twitter for iPad,813742530911080449,517997193,everyone,813744275473039361,"#logic to the #test as such when I initially landed in the #metadata world re the #GMS, that lasted about 5 minutes! Hmm? #Worried for the",2016-12-27T13:52:08.000Z,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 1, 'quote_count': 0}",en,,#worried,517997193,"[{'type': 'replied_to', 'id': '813743673972133889'}]",
Twitter for Android,813743333839425537,54516661,everyone,813743333839425537,What is the blue plastic in my day teatox please #worried @someuser http://someurl,2016-12-27T13:48:24.000Z,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 1, 'quote_count': 0}",en,,#worried,,,
Twitter Web Client,813581917215977473,32869479,everyone,813732534337110020,@someuser Now I am truly concerned about your mental status. Have you had a CT scan or MRI to rule out any disease process? #Worried,2016-12-27T13:05:29.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",en,,#worried,25073877,"[{'type': 'replied_to', 'id': '813581917215977473'}]",
Twitter for iPhone,813673579627810816,2483470621,everyone,813673579627810816,My hubby just nipped into the bathroom with a fab. #worried #RichardHammond,2016-12-27T09:11:13.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",en,,#worried,,,
Twitter Web Client,813659775623921664,15498664,everyone,813659775623921664,"Report: Cheetahs, worlds fastest land animals, racing toward extinction http://someurl via @someuser #worried #love #cheetah <3FU#2016",2016-12-27T08:16:22.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",en,,#worried,,,
Twitter Web Client,813639102767759360,709010401736806401,everyone,813639102767759360,3:14 PM - ApeX: Do you think @someuser would go to dinner with me if I asked? #worried,2016-12-27T06:54:13.000Z,"{'retweet_count': 0, 'reply_count': 5, 'like_count': 8, 'quote_count': 0}",en,,#worried,,,
Twitter for Android,813607031328346112,789011303583080448,everyone,813628406323671040,@someuser Noooo man Wayne! Pls pla look after yourself and listen to the doctors and stay there till the give you the all clear! #worried,2016-12-27T06:11:43.000Z,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 0, 'quote_count': 0}",en,,#worried,41110496,"[{'type': 'replied_to', 'id': '813607031328346112'}]",
TSF Wordpress,813596765245046784,348960580,everyone,813596765245046784,#Steve #Kerr #Worried #About #Steph Curry’s #Decision #Making - http://someurl #Currys - #Basketball http://someurl,2016-12-27T04:05:59.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",en,,#worried,,,
Mobile Web (M2),813592788835115008,744138082098814976,everyone,813592788835115008,"#SENSEX #DECREASES #BY #ABOUT 234#POINTS #AND #MARKET #COMING #DOWN #BELOW #RS 26,000#S.#AS #REPORTED #TODAY.#SAIR-#HOLDERS #ARE #WORRIED.",2016-12-27T03:50:11.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",en,,#worried,,,
Twitter for iPhone,813573864378814467,24985127,everyone,813573864378814467,"@someuser Cowboys girlfriend said she was gonna show up tonight...shes still not here, should I call and check on her? #Worried",2016-12-27T02:34:59.000Z,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 1, 'quote_count': 0}",en,{'place_id': '3df4f427b5a60fea'},#worried,188059655,,
Twitter for Android,813497081910398976,1036619071,everyone,813497081910398976,Oh wow that storm that the meteorological office warned about yesterday has hit #Denmark #StormUrd #worried,2016-12-26T21:29:53.000Z,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 0, 'quote_count': 0}",en,,#worried,,,
Twitter for iPhone,813471521880555520,20379437,everyone,813471521880555520,Im expecting my bedroom window to be broken by these winds anytime soon. The windowframes are groaning & creaking. #worried,2016-12-26T19:48:19.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",en,,#worried,,,
Mobile Web (M2),813454605866729472,4867008797,everyone,813454605866729472,@someuser are you coming to Swaziland on the 1st of Jan 2017. Plz answer dont ignore .#worried.,2016-12-26T18:41:05.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",en,,#worried,42458882,,
Twitter for iPhone,813452764768509952,2193491258,everyone,813452764768509952,We are snowed in and theres no candy in the house. #worried,2016-12-26T18:33:46.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 2, 'quote_count': 0}",en,,#worried,,,
Twitter for iPhone,813429069052280833,2469560469,everyone,813429069052280833,"What is going on? Worst #Warriors performance for a long time - cant beat 14 men, Dowson left on bench for a key game??? #puzzled #worried",2016-12-26T16:59:37.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",en,,#worried,,,
feedmeyourlove,813425640548560897,810295525446651904,everyone,813425640548560897,💕  💕  ☁️👤  ☁️| 👎            🌊|           👹    |     💔    💩    | ◟‿‿‿‿‿‿◞|        ❍|       ｡|   (ಠ_ಠ)   | | #worried| but 6 friends sent ♥s,2016-12-26T16:46:00.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",en,,#worried,,,
Twitter for iPhone,813359659893555200,27487265,everyone,813413719812243456,@someuser why all the Movellan talk? I didnt see them in the trailer - am I dim?| #worried,2016-12-26T15:58:37.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",en,,#worried,21887847,"[{'type': 'replied_to', 'id': '813359659893555200'}]",
Twitter for iPhone,813326283434299392,27487265,everyone,813413142428585986,@someuser @someuser why all the Movellan talk? I didnt see them in the trailer - am I dim?| #worried,2016-12-26T15:56:20.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",en,,#worried,19911928,"[{'type': 'replied_to', 'id': '813347859504345090'}]",
dlvr.it,813395503614279680,857547042,everyone,813395503614279680,New Documents Show Brad Pitt Is Worried About His Childrens Privacy #documents #worried #about #children #privacy http://someurl http://someurl,2016-12-26T14:46:14.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",en,,#worried,,,
Twitter Web App,813394220333592576,4357593314,everyone,813394220333592576,"#dayafterchristmas the dog bit me, the cat dragged my socks into his litter box and wife doesnt want bacon with breakfast #worried",2016-12-26T14:41:08.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",en,,#worried,,,
Instagram,813379618795376640,187318238,everyone,813379618795376640,#Stressedout? #Confused? #Tired? #Worried? #Unloved? #Oppressed? #Overwhelmed? | #Clear your mind... http://someurl,2016-12-26T13:43:07.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",en,,#worried,,,
Twitter for iPhone,813370751717875712,510048554,everyone,813370751717875712,"@someuser Suspicious Silver Toyota Landcruiser reg:S437 MEF, creeping around Hargrave NN9 6BW & approaching properties to look #worried",2016-12-26T13:07:53.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",en,{'place_id': '50f2d0272381533f'},#worried,808583736,,
Twitter for Android,813368034807152645,335248623,everyone,813368034807152645,"We are a shambles.....we are going down with Hull and Swansea here!! No tatics, no passion, no desire, no form #watfordfc #worried",2016-12-26T12:57:05.000Z,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 0, 'quote_count': 0}",en,,#worried,,,
Twitter for iPad,813348153026117632,43713393,everyone,813348153026117632,@someuser read your article today I make mens ties in china should I be worried? Cant make ties in USA profitably anymore. #worried,2016-12-26T11:38:05.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",en,{'place_id': '7329ff8dbdf5bc00'},#worried,17006157,,
Twitter for Android,813346370442723328,789269033728282624,everyone,813346370442723328,"Been up and in a lot of pain since 4:00am, in the back where my kidney is. #worried",2016-12-26T11:31:00.000Z,"{'retweet_count': 1, 'reply_count': 3, 'like_count': 0, 'quote_count': 0}",en,,#worried,,,
Twitter for iPhone,813342007867441152,774418446,everyone,813342007867441152,Im literally running out of time to sort things/see people and just feel like I wanna curl up in bed and stay there forever #worried,2016-12-26T11:13:40.000Z,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 0, 'quote_count': 0}",en,,#worried,,,
Twitter for iPhone,813306337740410880,569231628,everyone,813306337740410880,Yaphelela phi la caption yayisithi I woke up like this? zivuka zimbi na igirls ne light skinned boys ngoku? #Worried😂,2016-12-26T08:51:56.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",en,,#worried,,,
Twitter for iPhone,813304739278438400,810237425607815168,everyone,813304739278438400,"With Donald Trumps inauguration just weeks away, I wonder if his policies will change the US fishing quotas. #worried #fish #cmonman",2016-12-26T08:45:34.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",en,,#worried,,,
Echofon,813236094804365312,611343147,everyone,813236094804365312,Dear snow please stop. Boxing Day cannot be ruined again. #wpgweatherstinks #worried,2016-12-26T04:12:48.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",en,,#worried,,,
Twitter for iPhone,813219029720723456,266956957,everyone,813219029720723456,Been watching many episodes of #mocktheweek just to see @someuser do her thing. Am I in #love or just a #stalker? #worried,2016-12-26T03:05:00.000Z,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 0, 'quote_count': 0}",en,,#worried,,,
Twitter for Android,812976939610750976,751367866696527875,everyone,813203575165726720,"@someuser yeah!!but i think jongmins flight,cancelled!!hows the weather in the ph?#worried",2016-12-26T02:03:35.000Z,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 1, 'quote_count': 0}",en,,#worried,756952043797909504,"[{'type': 'replied_to', 'id': '813198067549638656'}]",
Twitter for Android,813177013909340160,2172959101,everyone,813177013909340160,Still a lot of time Pittsburgh though not over yet #worried #BALvsPIT,2016-12-26T00:18:02.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",en,,#worried,,,
Twitter for iPhone,813121663969751040,556380042,everyone,813130626626977792,@someuser are you ok luv #worried,2016-12-25T21:13:43.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",en,,#worried,20713815,"[{'type': 'replied_to', 'id': '813121663969751040'}]",
Twitter for iPhone,813121145776013312,417646274,everyone,813121145776013312,Please say some positive thoughts for my niece who decided to come two months early today 😞 #worried,2016-12-25T20:36:02.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",en,,#worried,,,
